Longitude,Latitude,building_count_50,building_count_100,building_count_150,building_count_200,building_count_250,building_count_300,building_count_350,building_count_400,building_count_450,building_count_500,building_count_550,building_count_600,building_count_650,building_count_700,building_count_750,building_count_800,building_count_850,building_count_900,building_count_950,building_count_1000
-73.92538833,40.84195333,3,4,6,9,13,19,26,38,48,59,63,65,70,83,92,107,121,132,150,171
-73.9253,40.84206833,2,4,7,10,15,20,29,39,51,59,63,66,71,82,95,106,121,131,147,169
-73.92524,40.842145,2,4,8,10,15,20,31,41,53,60,64,66,71,83,98,108,121,132,148,166
-73.925225,40.84217333,2,4,8,9,15,22,31,43,55,60,64,66,70,83,100,108,120,132,148,164
-73.92520667,40.84220167,2,4,8,11,15,21,33,42,55,59,65,66,70,85,99,109,119,131,147,164
-73.92518667,40.84222833,2,3,8,13,15,21,34,43,57,59,65,66,71,84,100,109,118,132,146,164
-73.92516167,40.84226,2,3,8,12,16,21,33,45,57,61,64,66,73,86,99,109,116,133,146,163
-73.92509833,40.84232667,2,4,8,12,17,23,35,48,57,61,65,68,75,87,100,110,116,135,148,164
-73.92507833,40.84236667,2,4,8,13,17,24,36,48,55,61,65,68,75,86,101,112,117,133,147,165
-73.92504833,40.84242,2,4,8,13,18,26,38,47,56,62,65,68,76,86,101,111,118,133,146,162
-73.92501667,40.842465,3,4,9,12,18,27,38,48,56,62,65,69,77,88,102,112,119,134,147,164
-73.92498333,40.84250333,3,4,8,13,17,29,38,49,55,62,64,69,81,90,102,112,122,133,146,163
-73.924945,40.84253333,3,4,8,12,16,30,40,50,56,63,64,72,82,92,102,111,124,132,150,166
-73.92490667,40.842565,3,4,9,13,16,33,42,50,56,62,66,74,84,93,103,112,125,132,151,168
-73.92487333,40.84259833,3,4,9,13,18,32,43,49,56,63,66,74,84,93,102,113,125,133,151,170
-73.92485333,40.84263667,3,4,8,13,18,33,43,49,56,61,66,74,85,95,102,111,127,133,149,169
-73.92481333,40.84267667,3,5,8,13,20,33,42,50,56,61,66,75,87,97,102,112,127,134,151,170
-73.92479167,40.84271333,3,6,9,12,22,35,43,48,55,61,68,76,87,99,103,113,128,136,150,173
-73.92477,40.84276667,3,6,9,11,20,34,44,48,55,61,68,76,90,99,104,116,127,138,150,172
-73.92473833,40.84281833,2,6,9,12,22,35,43,47,55,60,69,79,91,100,105,114,128,141,152,173
-73.92471833,40.84288667,2,6,9,13,23,34,42,48,54,60,71,80,92,100,105,116,126,142,153,172
-73.92469333,40.84296,2,7,9,14,23,33,42,49,53,60,71,81,93,100,108,118,127,143,155,176
-73.92467833,40.84302833,2,7,10,15,24,32,41,49,53,61,71,83,94,101,111,120,127,144,157,174
-73.92464667,40.843155,2,6,10,19,23,31,40,46,53,61,70,84,94,104,114,122,131,143,162,177
-73.92464167,40.84321333,2,6,11,19,23,29,37,45,52,58,71,84,95,107,114,124,132,143,163,178
-73.92463667,40.84326333,3,7,11,18,22,26,35,45,51,58,71,86,97,107,115,125,133,142,163,178
-73.924625,40.84333667,2,6,11,18,21,25,33,43,49,57,70,85,98,109,116,126,134,143,162,178
-73.92462167,40.84336,2,6,11,18,21,24,33,43,49,56,70,85,99,110,117,127,134,145,162,179
-73.92462333,40.84337667,2,6,11,18,21,24,33,43,49,56,70,85,100,111,117,127,136,145,162,178
-73.92458833,40.843475,2,7,12,17,21,22,30,42,48,56,69,87,102,112,120,130,137,149,163,179
-73.924555,40.84352167,2,6,12,17,20,22,29,40,47,55,71,89,105,113,123,130,138,152,164,178
-73.92452167,40.84357333,3,5,10,16,19,21,28,37,44,56,71,91,104,113,124,132,141,154,166,178
-73.92443,40.84363167,2,4,10,14,19,21,27,36,45,58,73,92,107,116,127,135,146,158,171,185
-73.92432,40.84373,2,3,8,12,17,21,26,31,45,60,76,95,108,119,130,137,151,161,173,186
-73.92429833,40.84374833,2,3,8,12,17,21,24,31,46,62,76,95,108,119,131,138,152,165,173,186
-73.92427833,40.84376833,2,3,7,12,16,21,24,30,46,62,76,95,109,120,132,140,152,165,174,187
-73.92425667,40.84378833,2,3,7,12,16,20,23,30,44,62,78,94,108,120,131,142,153,166,174,186
-73.92424,40.84380667,2,2,7,11,16,20,23,31,46,62,78,92,110,121,131,144,154,169,175,187
-73.92423,40.843825,2,2,7,11,14,19,23,31,46,63,79,93,111,123,133,144,154,168,175,187
-73.92417667,40.84387333,2,2,6,11,14,18,23,29,44,63,80,93,107,124,134,146,158,169,180,190
-73.92416167,40.843905,2,2,5,10,14,17,22,29,45,63,81,94,108,122,134,147,158,169,183,191
-73.92415,40.84393833,2,2,5,9,13,17,21,29,43,64,81,93,110,123,135,148,158,169,183,193
-73.92412667,40.84396833,2,2,4,9,13,17,21,30,43,64,83,91,110,124,135,150,161,170,183,197
-73.92408833,40.84398833,2,2,4,7,12,16,21,29,45,64,82,92,111,125,135,151,161,171,184,197
-73.92405,40.844,1,3,4,7,12,16,20,31,45,64,82,92,109,127,137,151,163,173,185,197
-73.92400833,40.84401833,1,3,3,7,11,16,22,31,48,65,80,94,109,126,139,153,167,174,186,198
-73.92392833,40.844065,1,3,3,6,9,13,19,32,46,66,82,95,110,125,142,156,168,180,191,203
-73.92389,40.84408833,1,3,3,5,8,13,21,33,48,66,82,95,110,126,144,159,169,180,192,205
-73.92384833,40.84411,1,3,3,5,8,12,23,35,49,67,81,95,111,124,145,160,169,182,192,208
-73.92378833,40.84412333,1,2,3,4,8,14,24,38,49,66,84,96,111,125,144,163,172,184,193,211
-73.923655,40.84414333,2,2,3,3,6,12,24,40,52,66,85,98,113,128,146,163,175,190,198,216
-73.92360833,40.844145,2,2,2,3,6,11,25,40,52,66,84,99,114,128,146,165,176,190,201,219
-73.92344833,40.84410333,1,2,2,4,7,11,28,43,54,69,86,101,116,130,148,165,181,192,208,227
-73.92342333,40.84410167,1,2,2,4,7,11,29,43,54,70,86,99,117,129,148,165,181,195,208,227
-73.92328333,40.844055,1,1,2,4,7,15,28,45,55,72,91,101,120,134,147,163,179,200,213,230
-73.92326333,40.84403833,1,1,2,4,7,16,30,44,57,70,90,102,120,134,148,163,180,198,213,231
-73.92326,40.843985,1,1,2,4,9,15,31,44,58,72,91,100,118,133,144,165,179,198,213,229
-73.92325833,40.84391333,1,1,2,4,9,18,32,45,60,75,90,104,116,132,147,166,178,197,213,226
-73.92325,40.84383833,1,1,2,4,10,20,34,46,62,77,90,104,114,131,147,165,177,195,211,226
-73.92323333,40.843755,1,1,2,5,11,23,34,49,64,78,89,104,115,129,146,161,176,195,210,223
-73.92323167,40.84368167,1,1,2,5,12,24,35,52,67,79,91,101,115,130,145,160,174,194,209,227
-73.92323667,40.84361833,1,1,2,4,12,25,37,54,68,80,90,100,114,128,144,160,173,193,208,225
-73.92323833,40.84356667,1,1,2,5,14,25,40,55,68,80,90,101,113,127,143,159,171,193,207,223
-73.92323667,40.843525,1,1,2,5,15,26,42,58,69,80,90,100,113,127,144,158,169,193,207,223
-73.92323667,40.84348833,1,1,2,5,15,28,42,58,70,81,91,99,113,127,143,158,169,192,208,226
-73.923235,40.84345,1,1,2,6,16,28,44,58,70,82,91,98,114,127,142,156,168,191,210,227
-73.92323333,40.843415,1,1,2,6,16,29,44,58,71,81,91,99,114,126,140,156,168,192,210,225
-73.92323333,40.84338667,1,1,2,5,16,30,46,59,71,82,91,98,113,126,140,155,168,191,209,226
-73.92323167,40.84336167,1,1,3,6,16,32,46,59,71,82,93,98,112,125,140,155,167,190,209,226
-73.92323,40.84333833,1,1,3,6,16,33,47,60,71,82,93,98,113,125,139,154,166,189,209,225
-73.923205,40.84323,1,1,3,7,20,37,53,62,75,82,92,99,111,125,137,152,167,190,212,227
-73.92319667,40.84317167,1,1,3,7,22,39,54,63,74,82,92,99,109,124,136,150,168,190,212,226
-73.92316833,40.84308,1,1,4,9,23,42,55,63,75,85,92,100,111,121,136,149,166,191,211,225
-73.92315833,40.84304167,1,1,4,11,24,44,56,63,75,85,93,100,110,122,135,149,168,194,211,225
-73.923145,40.843,1,1,4,11,27,45,55,65,76,84,95,100,109,121,135,148,168,194,211,225
-73.9231,40.84289667,1,1,5,16,29,46,54,67,79,84,94,101,112,122,133,147,168,194,210,229
-73.923075,40.84283833,1,2,7,18,32,46,55,68,78,85,94,103,112,123,132,146,170,195,210,230
-73.92304333,40.84277167,1,3,8,21,34,48,57,68,77,86,92,103,112,123,130,150,173,191,209,231
-73.923015,40.842695,1,3,11,23,37,47,57,69,78,85,92,103,112,123,132,148,176,190,213,232
-73.92298833,40.842615,1,4,13,27,38,50,57,70,77,87,93,104,114,123,134,149,173,190,215,233
-73.922955,40.84252833,2,5,13,29,38,49,57,71,78,86,94,104,114,122,136,150,174,190,215,233
-73.92292333,40.84244667,2,5,14,30,39,49,59,70,78,87,94,107,116,121,136,152,172,194,214,234
-73.92289667,40.84236167,3,6,16,30,40,49,58,69,78,88,94,109,115,124,139,154,170,196,215,232
-73.92287,40.84227667,4,6,16,31,41,46,60,66,77,87,95,109,116,126,140,154,171,196,217,234
-73.92283833,40.84219,3,7,16,31,44,49,59,67,76,87,98,108,117,127,141,155,175,196,217,240
-73.9228,40.84210333,4,8,16,29,44,49,58,65,74,85,97,108,122,131,142,157,177,195,216,242
-73.92275667,40.84201667,4,6,16,28,42,51,59,65,72,83,99,110,122,133,141,160,178,195,217,244
-73.92271,40.841935,2,4,15,27,39,51,56,64,71,82,100,114,126,134,141,164,180,198,215,244
-73.92267167,40.841855,2,4,13,24,39,50,56,62,69,80,103,117,127,134,143,165,183,197,213,244
-73.92264,40.84177833,1,5,11,23,39,50,57,61,69,80,99,116,129,135,148,166,182,202,218,244
-73.92261167,40.84170333,1,4,12,23,37,48,56,60,69,80,98,117,130,135,153,166,184,202,222,248
-73.92258333,40.84163,1,4,11,24,35,48,55,60,66,79,95,120,131,137,155,168,184,203,221,246
-73.92255,40.841555,1,3,11,22,33,45,54,61,65,81,96,119,130,141,157,171,184,204,221,248
-73.9225,40.84148333,1,3,9,21,31,43,50,59,66,83,97,117,129,148,159,175,185,203,225,244
-73.92245333,40.84141333,0,3,10,19,29,42,49,57,67,82,100,115,130,149,163,175,187,201,225,245
-73.92240667,40.84134833,0,4,8,19,29,40,47,56,70,80,101,114,130,152,165,176,192,202,225,248
-73.92235667,40.84129,0,4,10,19,29,38,45,55,70,79,103,115,132,152,169,179,194,205,225,248
-73.922305,40.84124167,0,3,9,17,27,34,43,54,73,84,104,112,133,155,171,181,194,204,227,250
-73.92225667,40.84119833,0,3,9,15,25,32,43,53,69,86,101,110,136,156,174,182,193,205,226,252
-73.92221667,40.841155,0,3,9,14,22,30,42,54,70,87,96,110,135,155,171,188,193,205,226,252
-73.92219,40.84111833,1,3,10,13,21,29,41,54,69,89,95,114,134,156,174,189,195,209,226,251
-73.92217,40.84109,1,3,9,13,20,29,40,54,68,89,94,114,135,157,173,189,197,211,224,249
-73.92215667,40.84107167,1,4,10,13,20,29,39,53,67,89,94,115,136,157,174,189,198,212,224,248
-73.92201833,40.84106167,0,4,9,12,17,26,37,54,72,87,94,117,136,157,173,190,200,212,227,247
-73.922,40.84107667,0,4,9,13,17,27,36,56,72,86,95,118,137,158,173,189,200,212,226,248
-73.92178167,40.84126667,2,4,8,13,18,25,43,56,75,84,100,117,138,154,173,188,205,215,229,250
-73.92173833,40.84130667,2,5,10,12,19,28,43,58,75,84,100,118,136,155,173,189,206,215,232,250
-73.921715,40.841325,2,6,10,11,19,29,43,60,74,85,102,118,134,155,175,192,206,217,232,250
-73.92150667,40.841505,3,5,8,14,22,34,48,60,69,91,105,118,135,153,172,187,201,225,238,251
-73.921485,40.84154167,2,6,8,15,22,35,50,61,69,91,105,118,135,154,174,188,204,225,240,251
-73.92145833,40.841585,2,6,8,15,24,35,52,62,71,90,107,119,135,150,174,185,205,227,240,251
-73.92143,40.841635,2,6,10,15,26,36,54,61,71,90,108,121,138,149,174,185,205,227,241,252
-73.92138667,40.84168833,2,5,9,14,25,36,55,59,76,89,108,121,136,149,173,182,206,225,244,254
-73.921335,40.84174833,2,4,9,15,26,41,53,59,75,89,109,121,133,148,169,184,205,226,244,258
-73.92128667,40.84181,2,4,10,18,29,43,53,61,75,90,106,121,134,151,163,185,207,224,245,259
-73.92124667,40.841865,2,5,10,18,30,44,53,62,78,90,107,124,136,154,161,188,209,225,242,261
-73.92120667,40.84191333,2,5,10,19,30,45,53,65,79,92,106,125,135,155,160,188,209,225,240,261
-73.92118,40.84195833,2,5,10,19,33,44,52,67,79,93,108,122,134,155,161,188,205,225,242,263
-73.92115,40.841995,2,6,10,18,33,44,52,67,78,93,106,121,135,150,162,188,206,225,245,265
-73.92107,40.84212667,2,6,11,19,36,42,55,68,82,94,107,121,134,146,168,183,208,222,243,265
-73.921045,40.842175,2,6,11,20,36,42,54,70,83,95,108,121,137,146,169,183,208,223,244,263
-73.92103833,40.84221667,2,6,11,20,36,43,53,70,84,96,108,120,137,147,169,184,207,225,244,264
-73.92101833,40.84230167,2,7,10,23,35,43,54,70,84,99,108,119,137,151,173,185,204,225,244,263
-73.92098333,40.84235,3,7,11,24,34,44,52,71,87,98,108,119,138,153,174,188,200,223,244,264
-73.92094167,40.842405,3,8,12,22,31,45,56,69,87,98,108,118,136,151,171,190,205,224,243,265
-73.92090333,40.84246,3,7,12,23,31,44,56,70,87,96,107,118,137,153,169,188,205,222,246,269
-73.92086333,40.84251833,3,7,15,22,31,43,56,72,86,98,106,116,138,157,170,188,202,220,245,269
-73.92082167,40.84257667,2,8,15,21,31,44,59,71,86,98,107,121,139,159,173,187,202,218,245,272
-73.92077833,40.84263333,3,8,14,20,32,46,61,73,83,96,109,125,138,160,173,189,202,220,245,267
-73.92073833,40.842685,4,8,13,20,31,45,61,73,83,96,108,125,139,159,171,190,201,221,244,270
-73.920695,40.84272833,4,8,13,21,29,45,61,73,83,95,105,127,142,159,174,187,202,223,242,269
-73.920655,40.84276667,4,11,15,21,29,44,62,75,83,92,105,125,144,160,175,187,201,224,244,269
-73.92061833,40.842805,4,9,14,20,29,45,62,74,84,94,108,126,144,161,173,187,202,221,244,270
-73.92058333,40.84284667,4,9,14,20,30,47,63,74,83,94,111,126,146,160,176,186,201,220,244,274
-73.92055167,40.84288833,3,9,13,21,30,45,63,74,83,93,111,128,147,160,177,186,202,220,246,272
-73.92051167,40.84293333,2,9,12,20,30,45,62,72,83,93,113,130,148,159,176,187,203,222,248,269
-73.92047167,40.84299,3,8,12,21,32,45,62,72,81,92,114,129,146,161,176,189,203,225,248,269
-73.92038333,40.84311167,3,6,11,20,33,46,61,72,82,96,111,130,147,165,175,189,204,227,246,271
-73.92034,40.843175,3,5,12,21,34,45,60,71,83,99,114,131,147,166,175,190,205,229,249,273
-73.9203,40.843235,3,5,10,20,35,44,58,71,82,100,113,132,147,163,174,191,208,229,248,275
-73.92026167,40.84329667,3,5,11,22,36,45,55,67,84,102,114,131,148,163,175,193,211,226,251,278
-73.92022667,40.84335667,2,4,9,20,34,46,55,66,84,102,116,128,149,161,177,196,214,224,251,277
-73.92019167,40.84341167,2,5,8,19,34,46,55,65,84,104,116,128,148,161,175,198,215,229,252,275
-73.92016167,40.84345833,2,5,8,19,35,46,54,68,87,105,114,127,147,161,176,198,216,229,253,275
-73.92014333,40.84349167,2,6,8,21,34,45,54,69,91,106,115,129,147,161,177,199,217,232,254,274
-73.92013667,40.843505,2,6,8,21,33,45,54,68,91,106,115,130,145,162,177,198,217,233,254,272
-73.92012167,40.84351167,2,6,8,21,33,45,53,68,89,106,117,130,144,161,178,198,217,233,256,271
-73.92009333,40.84353,2,7,8,22,34,45,52,67,90,106,117,130,143,161,178,199,217,233,256,271
-73.91981167,40.84349167,3,6,12,25,36,45,55,66,80,99,114,128,142,161,176,196,214,231,253,273
-73.91974667,40.84346167,2,5,14,25,38,44,54,66,77,97,112,125,141,160,175,191,210,233,252,272
-73.91968167,40.84342833,2,7,14,26,37,47,59,66,76,96,111,127,143,159,176,193,210,232,253,274
-73.919615,40.84340167,2,8,16,24,35,48,60,65,76,93,109,126,145,158,175,191,209,229,251,274
-73.91954833,40.843375,3,7,15,24,33,48,60,66,74,90,105,122,148,161,174,189,207,226,250,277
-73.91948333,40.84335333,3,8,15,23,36,50,59,64,75,88,106,122,147,158,176,186,206,225,249,278
-73.91942667,40.84333667,2,9,16,24,36,52,59,66,74,85,102,124,148,158,176,186,206,227,247,277
-73.91938333,40.84332167,2,10,16,23,36,52,59,66,73,83,101,122,148,159,175,185,202,225,249,278
-73.91935667,40.843315,2,10,17,23,36,52,58,66,74,83,101,121,149,159,175,185,201,225,250,279
-73.91925,40.84334833,2,9,14,20,37,51,58,65,72,83,99,117,146,157,175,186,202,220,254,278
-73.91921167,40.84337667,3,8,14,21,37,50,60,65,72,84,99,116,143,160,176,187,204,222,256,280
-73.91917667,40.84341333,3,7,13,21,39,49,59,65,74,86,98,116,141,158,175,187,205,227,254,281
-73.91914333,40.84345167,3,7,13,22,39,48,59,65,73,87,99,114,136,159,173,186,205,229,258,284
-73.91910833,40.84349667,3,7,11,22,38,48,57,65,74,88,100,117,136,158,173,188,206,230,257,284
-73.91901833,40.843595,3,6,12,24,35,45,56,66,76,87,99,117,131,154,174,195,205,235,259,286
-73.91897,40.84365333,3,6,10,25,35,46,54,67,79,89,101,114,128,153,175,191,209,234,263,294
-73.91892667,40.84371167,3,5,12,26,35,44,53,67,80,89,100,112,127,148,174,192,214,237,262,296
-73.91887833,40.84376833,3,4,13,26,33,42,55,64,79,91,106,111,128,144,171,192,217,237,262,295
-73.91883333,40.843825,2,5,13,26,31,38,54,67,80,90,103,111,127,144,170,190,222,240,264,298
-73.918785,40.84388167,2,6,17,25,30,38,54,69,80,91,103,111,123,145,170,194,221,243,268,301
-73.91873333,40.84393833,2,7,20,24,30,37,53,69,80,91,103,109,123,143,168,194,221,244,275,300
-73.91863167,40.84404667,2,8,19,23,28,36,50,68,80,96,101,113,121,140,159,195,224,251,279,311
-73.91855667,40.84410167,4,11,18,22,27,36,53,67,80,94,103,111,123,138,161,197,226,254,284,316
-73.91848833,40.844155,4,15,18,22,26,38,54,66,79,93,102,110,122,135,160,195,227,258,283,320
-73.91845167,40.84421167,6,14,18,20,25,37,54,66,83,91,103,110,123,135,163,193,228,260,287,328
-73.91842667,40.84428,6,15,18,19,25,38,51,63,83,88,105,110,125,132,164,191,228,262,295,331
-73.918405,40.84435333,6,15,17,19,26,38,50,64,82,88,104,111,124,135,162,194,228,263,295,336
-73.91838333,40.84442833,5,15,17,19,27,37,49,65,79,90,102,112,123,137,164,195,228,265,302,340
-73.91835333,40.84458167,4,15,17,20,31,39,49,61,75,89,102,115,123,138,169,199,230,268,308,342
-73.91832667,40.84473833,3,11,18,22,32,39,48,58,72,85,103,114,129,146,171,198,238,275,310,349
-73.9183,40.84491333,1,6,17,24,31,37,47,55,69,83,98,115,130,150,176,204,242,280,312,360
-73.91828667,40.84500667,0,4,16,26,31,38,46,55,68,79,98,115,133,154,177,207,246,275,314,366
-73.91827333,40.8451,0,3,13,25,31,35,45,54,65,79,98,113,133,155,177,212,249,280,317,366
-73.91826333,40.84518333,1,3,14,23,32,35,46,55,64,79,93,115,134,155,181,214,249,282,327,371
-73.91825667,40.84526667,1,4,12,21,32,36,44,54,64,79,92,114,133,156,182,219,253,284,333,373
-73.91824667,40.84534333,1,4,11,19,30,37,42,52,63,77,92,112,131,161,185,219,254,289,337,375
-73.91824333,40.84541833,1,6,10,19,28,37,43,54,63,77,93,109,132,161,186,219,259,297,340,373
-73.91822667,40.84549333,3,7,9,13,26,37,44,53,62,78,92,108,131,160,189,221,263,302,345,375
-73.918195,40.84557,3,8,9,14,24,35,44,52,61,77,90,108,129,162,193,224,262,307,348,376
-73.91817667,40.84565333,5,8,9,14,21,35,45,52,62,78,89,108,127,160,191,228,271,312,346,379
-73.91817667,40.84573167,5,8,9,12,20,32,45,50,60,79,89,107,129,161,190,232,271,315,349,383
-73.91817333,40.84580167,6,8,9,13,20,30,44,52,59,78,90,107,130,161,193,233,273,315,349,390
-73.91815667,40.84584667,4,8,9,14,19,30,42,53,61,79,91,107,129,161,196,239,275,318,353,392
-73.918145,40.845895,4,8,9,14,20,28,42,53,64,80,91,108,130,160,196,239,277,317,356,395
-73.91814167,40.84595,4,8,10,14,18,27,40,55,64,76,91,108,132,162,197,237,280,314,360,399
-73.91813833,40.846,4,8,11,14,18,26,38,53,64,74,92,110,131,164,197,238,281,315,362,404
-73.91813667,40.84604667,4,7,11,15,20,25,39,51,65,76,92,111,130,167,197,239,281,318,365,404
-73.91813333,40.846085,3,7,10,15,20,25,39,51,64,76,93,110,129,168,197,243,281,317,367,406
-73.91813667,40.84611333,3,6,10,16,20,26,36,52,65,77,94,109,129,168,199,241,281,319,369,406
-73.91809,40.84617,2,5,10,16,20,25,36,49,65,77,92,111,131,170,202,243,275,323,368,410
-73.91806833,40.84618833,2,5,10,16,20,25,35,49,67,76,92,111,130,167,203,240,272,323,370,414
-73.91803333,40.846195,2,6,9,15,20,24,35,49,67,76,93,111,132,167,206,238,271,327,372,416
-73.91797833,40.84620833,2,6,10,15,18,24,34,48,66,76,91,109,138,167,206,237,274,325,374,416
-73.91790833,40.84622333,2,6,10,14,19,24,35,46,65,78,90,112,137,168,210,240,277,326,373,417
-73.91777667,40.84623333,2,4,10,13,19,22,34,47,63,78,88,115,140,174,210,246,276,324,368,417
-73.91772667,40.846245,2,5,10,13,17,22,33,47,65,77,89,117,141,172,210,248,277,325,366,418
-73.91766833,40.84625,2,5,7,15,17,22,34,47,65,79,91,117,144,171,208,249,279,325,365,421
-73.917605,40.84625833,2,4,7,14,16,21,35,47,64,78,91,115,145,175,208,249,282,321,361,421
-73.917505,40.84626333,2,4,7,13,16,20,34,47,64,76,97,120,149,175,212,252,285,320,362,411
-73.91747,40.84624667,2,3,7,11,17,22,33,46,64,78,98,119,146,176,213,251,283,322,361,406
-73.91744333,40.84623167,2,3,7,9,17,22,33,46,64,78,98,123,146,176,213,253,284,321,359,401
-73.917425,40.846215,2,3,7,9,17,22,33,47,64,79,99,121,149,174,212,249,284,319,357,403
-73.91739167,40.84618833,1,3,6,9,16,22,34,48,65,77,100,121,147,175,213,249,284,316,352,399
-73.917345,40.846165,1,2,6,9,15,21,33,48,64,81,102,125,149,178,216,250,284,318,350,397
-73.91733333,40.846135,1,2,6,9,15,23,32,47,63,81,103,125,147,176,216,251,286,317,349,394
-73.917325,40.84609,1,2,6,9,14,23,34,50,62,81,101,125,146,179,216,253,286,312,346,391
-73.917315,40.84602833,1,2,6,9,14,24,33,50,62,81,99,123,147,179,214,254,283,310,345,390
-73.91730833,40.84596333,1,1,5,8,13,23,34,53,61,79,100,123,149,177,212,254,282,309,341,385
-73.91730667,40.84590167,1,1,5,8,15,24,37,51,61,80,100,124,149,175,213,257,281,313,339,381
-73.91730333,40.84583667,1,1,5,8,16,26,37,51,60,80,100,123,146,177,213,252,278,312,335,378
-73.91729667,40.84576333,1,1,5,7,17,25,40,49,59,80,98,120,146,178,213,247,274,314,333,372
-73.91728667,40.84568167,1,1,4,9,17,25,40,49,60,80,99,122,146,180,212,243,277,313,332,367
-73.91730333,40.84552333,0,1,4,11,19,32,38,48,59,79,97,118,143,180,211,240,269,307,329,364
-73.917315,40.84544167,0,0,6,11,21,33,39,50,58,79,98,117,143,175,209,239,266,305,327,365
-73.91735667,40.845275,0,0,6,12,25,32,39,49,58,76,98,118,144,168,203,238,262,293,326,361
-73.91740167,40.845195,0,3,5,13,25,32,42,49,62,71,98,117,144,164,200,232,260,289,326,358
-73.917495,40.84503833,0,2,7,22,24,32,39,51,63,75,97,117,140,164,195,224,254,283,319,358
-73.91753667,40.84496,1,3,8,21,26,33,40,50,63,76,96,118,138,164,189,219,255,279,317,360
-73.91757167,40.84487667,1,2,8,19,25,32,41,50,63,77,94,118,135,161,186,214,252,281,314,355
-73.91759833,40.84479167,1,2,9,16,28,33,43,54,66,79,95,116,135,161,182,210,247,277,312,352
-73.91761667,40.84470167,1,2,8,15,25,34,44,55,68,79,95,115,136,156,179,208,247,277,314,352
-73.91762167,40.84461833,1,3,8,14,24,35,43,57,68,80,92,114,135,155,175,208,241,277,313,347
-73.91761167,40.844535,1,2,8,15,23,35,45,56,69,83,94,113,134,153,175,205,239,271,309,347
-73.91761,40.844455,1,2,8,14,21,33,45,60,68,83,95,113,132,153,171,201,239,269,305,347
-73.91760833,40.84438333,1,2,8,14,22,34,46,58,69,81,94,112,130,152,172,199,239,264,306,347
-73.91760333,40.84432,1,2,9,14,22,33,45,60,69,80,96,113,130,150,170,198,240,263,302,341
-73.91759,40.844225,1,2,9,15,20,30,45,57,70,80,94,111,128,148,171,194,237,260,298,337
-73.91747,40.84414,1,2,7,15,23,28,43,56,67,78,93,110,125,147,170,200,233,266,295,326
-73.91731,40.84407667,1,3,6,16,23,29,37,51,61,77,94,110,126,148,173,207,230,267,285,323
-73.91723167,40.84404,1,3,6,13,20,27,35,49,59,78,95,111,123,149,177,207,231,265,284,322
-73.917075,40.84397167,1,3,7,10,19,27,33,44,59,74,93,106,127,149,181,206,232,259,289,312
-73.91688167,40.84390667,1,4,8,12,14,22,31,42,56,69,86,105,131,157,175,207,229,259,286,319
-73.91673667,40.84380333,2,6,8,10,15,17,25,40,54,67,83,102,135,154,182,201,229,256,284,316
-73.91669167,40.84378333,2,6,8,9,15,16,27,38,51,65,82,102,137,155,183,200,229,253,285,315
-73.91664333,40.84376,2,6,8,9,15,16,28,40,51,63,80,102,137,153,181,198,230,252,285,314
-73.91659167,40.84373833,3,6,8,9,15,16,28,39,48,63,80,103,135,155,181,195,229,256,287,315
-73.91650667,40.84371,3,6,8,10,13,16,25,37,50,64,77,104,131,153,178,195,228,253,286,317
-73.91625667,40.84364667,2,5,8,9,12,19,26,31,45,61,82,102,126,156,174,197,224,253,289,326
-73.91619833,40.84361667,2,5,7,9,13,21,27,32,44,63,83,101,123,153,175,199,222,253,288,327
-73.91613,40.84358833,2,5,7,9,12,20,27,31,44,63,80,104,123,151,177,204,225,252,291,325
-73.91606667,40.84356667,2,3,7,9,14,21,26,30,38,61,84,104,121,149,175,202,224,253,290,328
-73.91601333,40.84354167,2,3,7,9,14,22,25,31,39,62,82,105,121,150,172,202,225,251,288,328
-73.91598,40.84351333,2,2,6,9,14,21,25,31,40,63,84,105,119,147,174,203,225,253,287,325
-73.91596,40.84349333,2,2,6,9,14,20,25,32,40,62,84,104,118,147,174,204,223,251,289,325
-73.91581833,40.84337833,2,2,5,10,15,20,26,31,44,54,79,101,117,139,173,205,225,254,289,318
-73.91579667,40.84339167,2,2,5,10,14,20,26,31,45,53,81,101,118,139,175,202,225,256,290,319
-73.91570333,40.84338,2,2,4,10,14,20,25,34,48,56,81,101,119,141,175,201,231,259,287,317
-73.91567167,40.84337167,2,3,5,10,14,20,26,33,48,57,78,97,119,141,175,201,232,258,287,316
-73.915565,40.84341333,2,4,5,10,15,19,29,37,45,59,74,96,119,145,175,202,235,264,288,317
-73.91553167,40.84344,2,4,5,8,16,21,28,37,45,61,75,97,119,145,176,203,235,268,289,319
-73.91551167,40.84346,2,4,5,8,15,21,27,37,45,60,75,97,120,148,176,205,237,268,290,316
-73.91549,40.84347333,2,4,5,8,15,21,27,37,46,60,75,98,124,148,176,205,236,267,291,316
-73.91542,40.84352667,2,5,5,8,15,22,28,36,48,61,75,95,121,150,177,208,235,270,293,315
-73.91458,40.84432167,2,4,9,12,14,19,29,39,55,76,98,120,145,169,189,222,263,294,332,365
-73.91453667,40.84437167,2,5,9,12,14,20,27,41,56,77,100,123,146,171,189,214,260,298,336,367
-73.91449833,40.844415,2,4,9,12,13,21,27,42,59,80,99,125,147,171,193,216,260,299,341,368
